,Unnamed: 0,News,Label
775,625,"Fifteen years after NATO bombings, Montenegro wants to join NATO",FALSE
180,30,Jeffrey Sewell et al. : Metabiology face to face with Artificial Intelligence [VIDEO],FALSE
97,97,"The average student in Florida, what they actually pay out of pocket at our major universities for tuition is as much or less than what they spend on cellphones.",TRUE
247,97,"Fireworks erupt between Trump and Bush, Rubio and Cruz at GOP debate",TRUE
804,654,Obamas Arctic Trip Comes as Climate Change Builds as 2016 Issue,TRUE
1433,1283,"The American Way: Socialism for the Rich, Free Enterprise for the Rest",FALSE
315,165,Iran agrees to nuclear restrictions in framework deal with world powers,TRUE
1253,1103,Obama ISIS war authorization: Request sent to Congress,TRUE
480,330,New Yorkers fight to overturn ballot selfie ban,FALSE
1022,872,The Iowa caucuses are closer than you think,TRUE
502,352,Protester charged with shooting officers in Ferguson,TRUE
1479,1329,Anyone from the family who can understand what I speak will be appointed as UP CM: Mulayam Singh,FALSE
1402,1252,Trump Supporter Jailed for Trying to Rig the Election By Committing Voter Fraud,FALSE
1046,896,Unravelling Chattanooga: What do we know about shooter?,TRUE
86,86,There is a federal criminal law that says its a crime to transport dentures across state lines.,TRUE
697,547,'NO CAMP! NO CAMP!': Scuffles break out at Hungary train station after police stop migrant train,TRUE
1361,1211,"Saudi Arabia's King Abdullah was incremental reformer, US ally (+video)",TRUE
971,821,Is This Why The Smash In Gold & Silver Is Happening? A Shocking Game-Changer For Gold & Silver Is Now Unfolding,FALSE
731,581,The Middle Easts sick state,TRUE
221,71,GOP establishment nightmare? Ted Cruz vs. Donald Trump,TRUE
1332,1182,Boehner 'baffled' by Israeli spying report,TRUE
756,606,CNN Talker Famous for Saying 'Pu***' on Air Lashes Out at Newt for Saying Megyn's 'Obsessed with Sex',FALSE
270,120,Bernie needs to be ground to a pulp. Leaked Email to John Podesta in February,FALSE
689,539,"NGOs should condemn terrorists in Syria, not Russia fighting them  Foreign Ministry",FALSE
368,218,Tweetwave,FALSE
899,749,US Not Ruling Out Daesh Involvement in Afghanistan Offensive,FALSE
1285,1135,"Jordanian fighter jets strike hard at ISIS, pay tribute to murdered pilot",TRUE
34,34,Says Mark Pryor votes with Obama 93 percent of the time.,TRUE
312,162,VIDEO: Journalist Shot by Militarized Police at Standing Rock While Conducting an Interview,FALSE
309,159,Super PAC Gets Early Start on Pushing for a 2016 Clinton Campaign,TRUE
1087,937,Taking Trump voters concerns seriously means listening to what theyre actually saying,TRUE
958,808,The Israeli Trumpess,FALSE
1136,986,ICE Agent Commits Suicide in NYC; Leaves Note Revealing Govt Plans to Round-up & DISARM Americans During Economic & Bank Collapse | EndingFed News Network,FALSE
693,543,House yanks first spending bill off the floor,TRUE
672,522,"When They Asked Her What She Thinks of Hillary Clinton, They Never Expected Her to Say THIS!",FALSE
1157,1007,FBI REDUX: Whats Behind New Probe into Hillary Clinton Emails?,FALSE
12,12,"When Mitt Romney was governor of Massachusetts, we didnt just slow the rate of growth of our government, we actually cut it.",FALSE
245,95,CNN: One voter can make a difference by voting repeatedly,FALSE
827,677,Michael Moore: Joe Blow Will Vote Trump As Ultimate F You to the Elite A Human Molotov Cocktail,FALSE
65,65,Transgender individuals in the U.S. have a 1-in-12 chance of being murdered.,FALSE
340,190,Culchie Tries To Explain Rules Of 25 One More Time,FALSE
359,209,Iraq launches operation against ISIS in Anbar province,TRUE
1362,1212,"Re: The U.S. Will Lose Global Reserve Status, Expect 80-90% Devaluation Of the U.S. Dollar",FALSE
1320,1170,"Giuliani, suggesting Trump may have exaggerated in lewd comments, says, talk and action are two different things",TRUE
546,396,"ISIS Declares It Will kill Palestinians One By One, Yet Remains Quiet On Israel",FALSE
142,142,"In just 17 years, spending for Social Security, federal health care and interest on the debt will exceed ALL tax revenue!",TRUE
790,640,Trump Makes Last-Minute Push To Appeal To Whites - The Onion - America's Finest News Source,FALSE
33,33,We cut business taxes so today 70 percent of our businesses dont pay a business tax.,TRUE
138,138,"Research shows that a vast majority of arriving immigrants today come here because they believe that government is the source of prosperity, and thats what they support.",FALSE
268,118,3 Questions Ahead Of Tonight's Democratic Debate,TRUE
511,361,Paris Tragedy Could Shake Up 2016 Race,TRUE
1165,1015,"Kurdish forces, backed by U.S. airstrikes, launch offensive in Iraq",TRUE
1091,941,Hybrid Wars 8. Strategies Against Africa  Introduction,FALSE
1340,1190,"Fear of Trump sparking a surge in citizenship, voter applications",TRUE
789,639,Afghanistan: 19 die in air attacks on hospital; U.S. investigating,TRUE
166,16,Shocking! Michele Obama & Hillary Caught Glamorizing Date Rape Promoters,FALSE
405,255,Trump The President: What Does That Mean For The World? - CounterCurrents.org,FALSE
1244,1094,The 8th Democratic Debate In 100 Words (And 4 Videos),TRUE
1444,1294,Travel: Conor McGregors Guide To New York,FALSE
1441,1291,Experts Just Uncovered The Top Secret Server Trump Uses To Talk To Russia,FALSE
421,271,"Cant build a wall, hands too small!  NYC anti-Trump protest (Streamed live)",FALSE
190,40,First Take: Wall Street bids goodbye to June hike,TRUE
699,549,How a $15 minimum wage went from extreme to enacted,TRUE
1124,974,"After vowing to end two wars, Obama may leave three behind",TRUE
1366,1216,Donald Trump is blatantly racist  and the media is too scared to call him out on it,TRUE
1230,1080,Lawyer Who Kept Hillary Campaign Chief Out of Jail in DOJ Hillary Probe,FALSE
1239,1089,TIME MAGAZINE Reaches NEW LOW: Its Sexist To Investigate Hillary Clinton!,FALSE
266,116,APOCALYPSE NOW: Trump Voters Warn Of Revolution If Clinton Wins,FALSE
1043,893,Who's winning Indiana? It's anybody's guess,TRUE
836,686,Obama trade bill in trouble,TRUE
713,563,The GOP would unite against Trump at its own peril,TRUE
544,394,"Human remains suggest explosion brought down EgyptAir plane, forensics official says",TRUE
1408,1258,Duterte Calls US Admin Monkeys for Halting Arms Sales,FALSE
1312,1162,The People Are Laughing at the Liberal Media,FALSE
63,63,"There are 321,092 public school teachers in Texas. And there are 313,850 non-teachers in our public schools.",TRUE
893,743,Major Corporate Sponsors Are Scaling Back Support for GOP Convention,TRUE
1284,1134,300 US Marines To Be Deployed To Russian Border In Norway,FALSE
82,82,"In the past 20 years, Egypt has made great strides in political and democratic reform.",FALSE
1056,906,News Shot: Detroit Airport Uses New System To Control Travelers,FALSE
1013,863,Jeb Bush blames Iraq unrest on Obama,TRUE
484,334,Netflix Ceo: TVs Future includes Hallucination Pills,FALSE
330,180,Scott Walker Confronts Doubts About His Grasp of Foreign Policy,TRUE
240,90,Revelation Unleashed: Unlocking The Mysteries Of The Bibles Most Mysterious Book,FALSE
495,345,Why the drop in income inequality?,TRUE
376,226,Iran letter blowback startles GOP,TRUE
1049,899,"University of Missouri, please immediately fire employees who taunted media",TRUE
1126,976,Donald Trump Wins The Presidency In Historic Mandate Victory As Hillary Clinton Concedes,FALSE
1299,1149,"They Said What?!: Find Out What Reba McEntire, Whoopi Goldberg, And Pope Francis Have To Say",FALSE
652,502,Election 2016 and the Weaponization of the American Public,FALSE
683,533,Will Clintons experience be a liability?,TRUE
1051,901,Trump ups the ante in Indiana,TRUE
752,602,The First Space Photo Of Earth - Shot From A Third Reich Rocket In 1946,FALSE
322,172,So That Happened: Did Obama Forget That The GOP Runs Congress?,TRUE
1474,1324,"Walgreens to close 200 stores, boost cost cutting",TRUE
174,24,Inferno and the Overpopulation Myth,FALSE
1269,1119,Gary Johnsons Post-Debate Reactions,TRUE
823,673,"Us vs Them: When Politics is Treated Like a Football Game, No One Wins",TRUE
1461,1311,"United States  reformation or fracture?, by Thierry Meyssan",FALSE
631,481,"Anonymous hacker Deric Lostutter faces 16 years in prison, while Steubenville rapists walk free",FALSE
1443,1293,GOP debate: 's Reality Check Team inspects claims,TRUE
982,832,United States  Reformation or Fracture?,FALSE
821,671,US Airstrike Kills Four Iraqi Troops Near Mosul,FALSE
1454,1304,"What is an ""income"" tax and where did it come from? NOT the 16th Amendment!",FALSE
840,690,Jane Sanders to FBI: Get on with Clinton email probe,TRUE
304,154,Social Media Is Censoring FBIs Re-Opened Clinton Email Investigation,FALSE
605,455,Donald Trump: The key to his success (Opinion),TRUE
1138,988,Trump doesnt have a national campaign. So the GOP is trying to run one for him.,TRUE
845,695,Oklahoma Fraternity Is Closed Over Video Of Racist Chant,TRUE
617,467,The Anatomy of Crisis and the Decline of US Empire,FALSE
1113,963,Why the Ted Cruz-Marco Rubio debate mattered most (+video),TRUE
1456,1306,Drudge goes all in for Trump,TRUE
1288,1138,Obama Plans to Press Ahead With Guantanamo Bay Closure,TRUE
161,11,Donald Trumps Shockingly Weak Delegate Game Somehow Got Even Worse,TRUE
1242,1092,Superbug cases spur FDA warning on dirty medical scopes,TRUE
457,307,Iran: Why the best outcome now is to keep negotiating without reaching a deal,TRUE
263,113,The David Duke Show: Hillarys Treason and Why Trump & Duke Will Win,FALSE
302,152,Stuff in the News That No One Is Talking About Because of the Election,FALSE
334,184,"Come on, Paul Ryan must be running in 2016, right? Right?",TRUE
779,629,Kasich: Voters Are Starting to Pay Attention,TRUE
998,848,AUSTRIAN DISGRACE: No jail for Muslim migrant who dumped his own baby in the middle of the road after he got drunk and enraged,FALSE
645,495,Strong jobs number holds risks for Clinton,TRUE
855,705,"CNN Reach New Low, Call Sheriff Clarke A Terrorist After Trump Gave Him The Most Important Job! | EndingFed News Network",FALSE
1205,1055,US Presidential Elections Sound a Warning of Catastrophes to Come,FALSE
1038,888,Obamas plan to boost defense budget points to brewing national security debate,TRUE
969,819,The Israeli Trumpess,FALSE
938,788,The early 2016 primary calendar is now set. It will change.,TRUE
305,155,Obama Inches Closer to Veto-Proof Support for Iran Nuclear Deal,TRUE
1283,1133,An Angry John Podesta Issues A Statement On Reopening Of FBI Probe,FALSE
57,57,"They were going to build the wall a while ago, not so long ago, like in 06. And they couldnt get environmental impact statements.",FALSE
770,620,Guilty Verdict Returned In 'American Sniper' Murder Trial,TRUE
1447,1297,Congress and its 'outsiders': The critical struggle over who is really in charge,TRUE
471,321,"Our real police/race problem: Diverse forces, white resentment, and Americas persistent divides",TRUE
1451,1301,Conservatives in a meltdown: National Reviews confused Against Trump issue is an amazing testament to the rights implosion,TRUE
346,196,Washington Home Depot store receives order for five-thousand gallons of gold exterior paint,FALSE
646,496,Sanders warns Clinton against moderate as VP,TRUE
29,29,Youth unemployment in minority communities is about 40 to 45 percent.,TRUE
1394,1244,"Trump's lean campaign machine relying mostly on donor cash, not his own",TRUE
44,44,We have a director of homeland security who cannot use and will not use the term 'terrorist attack' but instead substitutes 'man-made disaster.' ,FALSE
352,202,Only Demented Imbeciles Want A Killary Reign Of Terror,FALSE
874,724,Amurexit from NAFTA TPP Wall Street and Global Policeman,FALSE
559,409,New evidence that the legal immigration system discriminates against Latin Americans,TRUE
1335,1185,Theres a good reason protesters at the University of Missouri didnt want the media around,TRUE
438,288,Wingnuts have a death-grip on Congress: Why Paul Ryan cant control the House GOP,TRUE
521,371,Is the GOP losing Walmart?,TRUE
1238,1088,Banana Republic Election in the United States?,FALSE
1053,903,300 US Marines Deployed To Norway Near Russian Border For First Time Since World War II,FALSE
103,103,"Says Secretary of State John Kerry, when he was a senator, flew to Managua and met with a communist dictator there, Daniel Ortega, and accused the Reagan administration of engaging in terrorism.",TRUE
442,292,Who Lost Iraq?,TRUE
1393,1243,High Court Judges looking for a Truss to support them. More soon.,FALSE
1419,1269,"Comment on St. Charles Borromeo, Patron Saint of Catechists and Seminarians by jose",FALSE
1234,1084,"Obamacare Is Back At The Supreme Court, And These 6 Lives Hang In The Balance",TRUE
1376,1226,Abortion bill dropped amid concerns of female GOP lawmakers,TRUE
102,102,"Raising the minimum wage to $10.10 an hour, would help lift over a million Americans out of poverty.",TRUE
1178,1028,Sanders challenge: Winning over Obama supporters,TRUE
1065,915,The GOP Is Dying Off. Literally.,TRUE
649,499,Dr. MacDonald & Dr. Duke Expose the Vicious War on Trump by the Jewish Establishment!,FALSE
197,47,He didnt know the boy didnt want to be raped  court throws out Muslim migrant child sex charge and Germans are in shock,FALSE
256,106,Nuclear weapons question,FALSE
1438,1288,"Leaked Email: If She Wins, Hillary Will Own The Supreme Court for the Next 30 to 40 Years",FALSE
77,77,Says one out of three U.S. homeless men is a veteran.,FALSE
300,150,Classless Obama Refuses Photo-Op of White House Welcome with Trump,FALSE
178,28,Pure chaos: Donald Trumps campaign management offers a glimpse into his governing style (spoiler alert: its terrible),TRUE
862,712,Bernie Sanders Says What The Media Wont: Trump Is A Gutless Political Coward,FALSE
350,200,We Live In A Time Where Each Individual Has Immense Power,FALSE
622,472,"14 Days to Do 14 Things, If Hillarys Indicted-Extreme Violence Expected",FALSE
391,241,"""America has a simple ideology"": how one of Russia's top US experts explains America",TRUE
424,274,Comment on Brother of Clintons Campaign Chair is an Active Foreign Agent on the Saudi Arabian Payroll by marlene,FALSE
519,369,Obama and Putin outline competing visions on Syria,TRUE
661,511,5 takeaways from the Republican debate,TRUE
227,77,Lavrov and Kerry discuss Syrian settlement,FALSE
1293,1143,Will Nancy Pelosi miss John Boehner? Depends.,TRUE
570,420,The Benghazi bust: Trey Gowdy and his GOP colleagues embarrassed themselves,TRUE
531,381,Trump treads on tradition in New Hampshire,TRUE
1463,1313,Editorial: Presidential stakes are high for nuclear arsenal - The Boston Globe,TRUE
399,249,The circus of liars - America's three rings of evil clowns,FALSE
1028,878,"Supreme Court to consider redefining 'one-person, one-vote' principle",TRUE
30,30,Says Paul Ryan is still endorsing Trump.,TRUE
711,561,People in Europe are full of fear over refugee influx,TRUE
865,715,Paris climate summit: What to expect from historic talks,TRUE
427,277,Clinton condemns Trump over Chicago violence,TRUE
970,820,US Insiders  Not Russia  Leaked Clinton Emails,FALSE
820,670,Mitt Romney Fans Speculation Over Another White House Run,TRUE
538,388,Scott Walker and questioning Obamas faith,TRUE
39,39,"Under President George W. Bush, we added $4.9 trillion to the debt. Under President Obama weve added $6.5 trillion to the debt.",TRUE
1107,957,President Obama's persistent and puzzling passivity on terrorism,TRUE
101,101,"The Atlanta streetcar is expected to create 930 jobs during construction, totaling more than 5,600 jobs over the next 20 years.",FALSE
1114,964,"David Sweat shot, captured alive after New York manhunt",TRUE
319,169,"Former Ambassador Andrew Young calls for end to water fluoridation, Civil Rights Issue",FALSE
1407,1257,South Carolina primary brings high stakes for Marco Rubio and Jeb Bush,TRUE
131,131,He told gay organizers in Massachusetts he would be a stronger advocate for special rights than even Ted Kennedy.,TRUE
664,514,Lawmakers caught in battle between House ethics cops,TRUE
793,643,OnPolitics | 's politics blog,TRUE
308,158,Shiite Militias Join Iraqs Mosul Attack,FALSE
1392,1242,Hispanic Crowd Boos Marco Rubio off Stage,FALSE
1317,1167,From Berkeley to Kent State,FALSE
1198,1048,"Sure, We Want An Honest And Trustworthy President, But It's Complicated",TRUE
291,141,Elizabeth Warren Just Blasted The FBI Director For Going After Hillary Instead Of Wall Street Crooks,FALSE
1481,1331,"American Dream, Revisited",FALSE
154,4,The Battle of New York: Why This Primary Matters,TRUE
165,15,How women lead differently,TRUE
1141,991,Puh-LEEZE! DOJs policy reminder to FBI is shameless (especially considering THIS)  twitchy.com,FALSE
349,199,'Historic' climate deal in sight as nations parse final text,TRUE
604,454,Hillary Clinton: No role whatsoever for American soldiers on the ground in Iraq,TRUE
884,734,What Youre Not Told: 90% Of American Media Is Controlled By Six Corporations,FALSE
1260,1110,Adelson's Review-Journal Gives Trump First Major Endorsement,TRUE
1090,940,There is such a thing as being too late: Obama issues a desperate call for a global climate deal,TRUE
496,346,Walmart Goes Against The Grain Of Obamas America With New Thanksgiving Ad,FALSE
628,478,Re: DOJ AG Loretta Lynch Advised FBI Director to Keep New Emails from Congress,FALSE
636,486,A sharpened debate: Is it ethical to not vote this year for president?,TRUE
1172,1022,Biden previews battle against Clinton,TRUE
657,507,Teenage Boy KNOCKS OUT His Classmate For Assaulting Their Female Teacher In The FACE- And Its EPIC!,FALSE
1204,1054,"Prime Minister of France says, if we grant immediate asylum to illegal alien Muslim invaders, by tomorrow they will be speaking French and sharing French values",FALSE
357,207,Clinton Vs. Trump: Latest Electoral Prediction [Greg Laden's Blog] | Science and Technology,FALSE
237,87,Obamas speech in Selma was an answer to those who question his love for America,FALSE
595,445,"Clinton and Trump: How they view ISIS, Putin, and US generals",TRUE
669,519,Ive Always Been An Admirer Of Donald Trump  Taoiseach,FALSE
189,39,Both parties want to craft populist messages for 2016,TRUE
668,518,"Libertarian VP Candidate Gives Up, Will Focus on Preventing Trump Presidency",TRUE
37,37,"The nuclear test conducted in our nation this time is the Earth's 2,054th nuclear test. The five permanent members of the U.N. Security Council have conducted 99.99 percent of the total nuclear tests.",TRUE
1386,1236,Western Culture is Wrecking Entire Continents,FALSE
252,102,Why the latest Patriot Act reform wont be enough to rein in the NSA,TRUE
446,296,China Airport Security Robot Gives Electroshocks,FALSE
1452,1302,"Reinventing Democracy in America Starts by Voting, Then Building an Accountability Movement",FALSE
950,800,Battle for the Ages,FALSE
1466,1316,Voter Dreading Being Sent Over To Visibly Stupid Poll Worker - The Onion - America's Finest News Source,FALSE
244,94,"The Mandela Effect was made by one overlooked 33 year old man, an ascended master (video and proof)",FALSE
26,26,Hate crimes against American Muslims and mosques have tripled after Paris and San Bernardino.,TRUE
72,72,"The new Arizona immigration law ""says that any police officer can stop anyone who appears to them to be reasonably suspicious of being an undocumented person.""",TRUE
818,668,AT&T-Time Warner Merger: Another Media Consolidation That Puts Profits Over Consumers,FALSE
722,572,"A noun, a verb and Donald Trump: Rubio seeks to seize on Murphys flaw",FALSE
665,515,"New O'Keefe Video: Clinton Campaign, DNC Coordinated With Organizations To Incite Violence At Trump Events",TRUE
461,311,Trump Family Say Trump Brand Has NOT Been Damaged,FALSE
172,22,Hillary Clinton Makes A Bipartisan Appeal on Staten Island,TRUE
778,628,US: Kurdish Troops Will Be Involved in Invading ISIS Capital of Raqqa,FALSE
675,525,Which Non-OPEC Producers Can Be Expected To Cut?,FALSE
360,210,UKIP MEPs Steven Woolfe & Mike Hookem reported to French police over Strasbourg scuffle,FALSE
868,718,"Supreme Court: your right to a ""speedy trial"" ends when you're declared guilty",TRUE
482,332,Im glad that he won: The surprising Palestinian reaction to Netanyahus win,TRUE
456,306,"Democrats, Republicans in tight races as Iowans prepare to caucus",TRUE
591,441,Hillary Fan SLEEPS At Rally! Snoozy Smurf Steals Show! (ABC News) Coconut Creek FLA,FALSE
1085,935,Russian Navy Moves Guided Missile Ships to Baltic,FALSE
965,815,Tsarnaev Mom: Americans Are Terrorists,TRUE
489,339,White House: GOP Has Failed to Put Points on the Board,TRUE
1329,1179,John Podestas New Global Order,FALSE
1152,1002,Reporter says Clinton camp denying him access to events,TRUE
920,770,Obamas trip to Ethiopia alarms some human rights activists,TRUE
883,733,"Done Deal? Clinton, Trump Shift to General Election after Big Wins",TRUE
518,368,The Other Way of Knowing,FALSE
451,301,John Kasichs Advice for Women to Prevent Sexual Assault: Avoid Parties Where Theres a Lot of Alcohol,TRUE
826,676,18 State Swat Team Drill In Prep for Backlash Against a Stolen Election,FALSE
629,479,A report said Trump's donations to vets might be shady. His response was predictable.,TRUE
1237,1087,"32,000 emails recovered in IRS targeting probe amid allegations agency chief may have lied",TRUE
1445,1295,Lawmakers Who Have Forgotten Iraq Insist They're Right About Iran,TRUE
1313,1163,"Cruz eyes insurance via Obamacare, a law he vows to scrap (+video)",TRUE
1382,1232,John Olivers Smear Tactics Exposed As Establishment Propaganda,FALSE
436,286,"Trumka: Disappointment with Obama, a warning for Hillary",TRUE
151,1,Watch The Exact Moment Paul Ryan Committed Political Suicide At A Trump Rally (VIDEO),FALSE
1088,938,Donald Trumps campaign of terror: How a billionaire channeled his authoritarian rage  and soared to the top of the polls,TRUE
1150,1000,His campaigns statement that Trump accepts the truth of Obamas birthplace is filled with falsehoods,TRUE
524,374,"'Top secret' emails on Clinton server discussed drone program, may reference classified info",TRUE
516,366,THE VISION THING 16    : Information,FALSE
1151,1001,"White House, Dems seek to water down Iran bill",TRUE
188,38,Hillary Wants Aggressively Interventionist Foreign Policy,FALSE
919,769,Trumps Star Vandalized On Hollywood Walk Of Fame - The Onion - America's Finest News Source,FALSE
725,575,"CLINTON, INC: WATCH HOWS IT PAINS MSM TO REPORT CLINTON CORRUPTION",FALSE
1231,1081,"Trump claims GOP nomination, tells struggling Americans 'I am your voice'",TRUE
373,223,Trump Proudly Declares: Most Of The People Ive Insulted Deserved It,FALSE
474,324,"Poll: Hillary Clinton, Bernie Sanders both top Trump",TRUE
232,82,Celebrity Deathmatch: Darkmoon Sages Make Their Final Predictions on US Election,FALSE
1337,1187,Comment on 10 Strange Facts About Our Presidents by tania de saram,FALSE
606,456,"For First Time, Trump Shrinks In Spotlight; Fiorina Steals Show",TRUE
1420,1270,NSA program reportedly helped US gather evidence against North Korea in Sony hack,TRUE
54,54,"We have towns in West Texas that are out of water, that are having to truck in water.",FALSE
1390,1240,"In rare foreign trip, Assad flies to Moscow to meet with Putin",TRUE
504,354,Its not the locker-room talk. Its the lock her up talk.,TRUE
1270,1120,How the Oligarchy Has Prepared the Groundwork for Stealing the Election,FALSE
58,58,Sen. Obama's campaign announced that he's choosing his cabinet.,FALSE
1139,989,Republicans in Congress are ready for Hillary as they prepare for new probes into Clinton Foundation,FALSE
563,413,"U.S. Economy Added 271,000 Jobs In October, Beating Expectations",TRUE
1021,871,Freedom Rider: Organizing in the Age of Hillary,FALSE
64,64,"Under Mayor Cicilline, [Providence] was a sanctuary city.",FALSE
1328,1178,Bernie Sanders is unleashing a plan to make prescription drugs cheaper,TRUE
1298,1148,What do Americans really think about abortion? The answer may surprise you.,TRUE
781,631,"A ""Gesture of Thanks"": Turkey arrests terrorists for extradition to Russia",FALSE
574,424,GOP Senator Silences the Entire Room With Remark About War Hero Opponent's Heritage at Debate,FALSE
1258,1108,Republicans are crossing a dangerous new line: sabotaging US foreign policy,TRUE
1030,880,FBI Investigating New Clinton Emails - The Onion - America's Finest News Source,FALSE
171,21,Episode #160  SUNDAY WIRE: Hail to the Deplorables with special guest Randy J,FALSE
758,608,Meet The Man Who Started The Illuminati,FALSE
116,116,"In a majority of states, you can now marry freely, but can still be fired for who you love.",TRUE
374,224,Dems sue GOP over Trump's 'rigged' complaints,FALSE
782,632,President Obama really really really really hates Maureen Dowd,TRUE
1032,882,Euro-Russian Mars Lander May Have Exploded Due to Software Glitch,FALSE
1228,1078,"Obama Spends Earth Day In The Everglades, Taunting Republicans On Climate Change",TRUE
1097,947,Brian Williams Under Fire Over His Shifting Story Of Iraq Helicopter Attack,TRUE
1176,1026,SWEDISH OUTRAGE as Muslim colonizers get preference for housing while native Swedes are out in the cold,FALSE
931,781,Donald Trump: The next President of the United States of America,FALSE
814,664,"The GOP debate fear cauldron: According to the Republican candidates, youre going to die",TRUE
313,163,"Buffett: If I Ran Fed, I Would Not Raise Rates Significantly",TRUE
13,13,The economy bled $24 billion due to the government shutdown.,TRUE
1418,1268,"Like Warsaw ghetto: Attendees attacked, surrounded at Israeli speaker event at London university",FALSE
1041,891,The GOPs nuclear option for Donald Trump: Why the only way to beat him is so scary,TRUE
281,131,McCain: Trump doesn't understand Syria,TRUE
834,684,A Tea Party Congressman Just Called For Armed Uprising If Trump Loses,FALSE
973,823,NATO Buildup in Eastern Europe: Weve Only Seen the Tip of the Iceberg,FALSE
133,133,"We are already almost halfway to our 2010 goal of creating 700,000 new jobs in seven years.",FALSE
1347,1197,Experts Speechless! Countless People Miraculously Relieved of Serious Illness & Diseases-Must See!,FALSE
1179,1029,U.S. Currency Hidden Images,FALSE
17,17,"U.S. Rep. Ron Kind, D-Wis., and his fellow Democrats went on a spending spree and now their credit card is maxed out",FALSE
339,189,Prison employee pleaded not guilty to aiding escape of two murderers,TRUE
1279,1129,"After tragic shooting, Charleston church reopens with prayer, songs and tears",TRUE
1374,1224,Donald Trump Begs Hillary Clinton Early Voters to Change Their Votes,FALSE
1241,1091,"Comment on Creating a National Security State Democracy, Or How the American Political System Changed and No One Noticed by James Miller",FALSE
680,530,Jeb Bush fights lonely battle defending Common Core,TRUE
282,132,Trump manager says 'undercover voters' will deliver win in US election,TRUE
1249,1099,Cars That Broke Bad,FALSE
1188,1038,The Source of our Rage       :,FALSE
1059,909,Russia deploys missiles in Syria after Turkey shoots down bomber,TRUE
1316,1166,Neither Bush nor Rubio is placing above 4th in Iowa or New Hampshire,TRUE
1116,966,"Police Family Fakes Robbery, Vandalizes Own Home to Blame it On Black Lives Matter",FALSE
395,245,"Clinton, Sanders accuse Trump of inciting violence",TRUE
1277,1127,Homicides Up 55 PercentChicago Stays Vibrant,FALSE
1344,1194,UNs Yemen Peace Plan Would Sideline Former President Hadi,FALSE
46,46,"Obamacare will provide insurance to all non-U.S. residents, even if they are here illegally.",FALSE
654,504,COMICAL: Larry the Cable Guy slams indefensible hypocrisy from Donna Brazile,FALSE
736,586,"Trump, Sanders trade blame over Chicago protests",TRUE
414,264,Anderson Cooper Absolutely OWNS Kellyanne Conway After FBI Clears HillaryAgain (VIDEO),FALSE
1039,889,What Trump and Clinton are looking for in a VP,TRUE
1364,1214,GOP insiders: It was a rough night for Ted Cruz,TRUE
145,145,"Hillary Clinton has taken over $800,000 from lobbyists.",TRUE
288,138,Look at the SHOCKING Number of Kids Born To Illegals in 2014,FALSE
618,468,Uncovered audio: Hillary was adamantly against illegal immigrants,TRUE
163,13,10 Ways America Is Preparing for World War 3,FALSE
1166,1016,BAHAHA! Wanna bet Hillary made THIS face when she found out about the FBI? [photo],FALSE
854,704,Delete Your Account  Episode 23: Dont Get Sick,FALSE
714,564,Hillarys Big Tent is Obamas Grand Bargain on Steroids,FALSE
580,430,"Exclusive: More than 100 lawsuits, disputes over taxes tied to Trump and his companies",TRUE
508,358,Pope Francis met Kim Davis: why it matters in fight over religious freedom (+video),TRUE
1401,1251,Laura Ingraham: The Trump betrayal by Republican elites won't soon be forgotten,TRUE
1333,1183,12 and 63-minute videos: Donald Trump connects to false flag targeting Muslims. Did you really think our masters offer anything other than false choice between Left and Right arms of a .01% US rogue state?,FALSE
430,280,Russia reacts to UN aid chief's Aleppo 'kill zone' remarks,FALSE
738,588,Gas prices could drop toward $1 a gallon,TRUE
1232,1082,Quit Smoking! Smoking Cigarettes Causes 150 Genetic Mutations and Cancer,FALSE
928,778,Kentucky governor: Electing Hillary Clinton may eventually lead to violence,TRUE
15,15,"In this last election in November, ... 63 percent of the American people chose not to vote, ... 80 percent of young people, (and) 75 percent of low-income workers chose not to vote.",TRUE
224,74,Jeb Bush Picks Up Endorsement From Lindsey Graham,TRUE
211,61,"Hillary Clinton's declining favorability numbers, in context",TRUE
1252,1102,Green Partys Margaret Flowers Challenges US Senate Debate in Maryland as Undemocratic,FALSE
577,427,Clinton media campaign follows BuzzFeed model,TRUE
41,41,Says Marco Rubio skipped 18 defense votes including one to arm the Kurds to fight ISIS.,TRUE
556,406,Young Turks Finds Out Why Trump Is About To Lose Utah For Republicans For First Time In Decades (VIDEO),FALSE
809,659,Will the anti-Clinton revolt among American elites gain momentum?,FALSE
485,335,Ernst to Trump: Stop with the name-calling,TRUE
695,545,"Trump, Clinton clash in dueling DC speeches",TRUE
434,284,A dream come true for Hillary Clinton: Wall Street Journal editorial board rips Ted Cruz,TRUE
921,771,Nearly All Wild Animals Face Mass Extinction By 2020,FALSE
95,95,Says David Jolly supports privatizing Social Security.,FALSE
299,149,Shutdown clash to return in force by December,TRUE
787,637,Restaurant Chain Tim Hortons Blocks Independent Journalists Website on WiFi,FALSE
191,41,Real Disclosure! Secret Alien Base Found In Moon's Tycho Crater,FALSE
623,473,Daesh abducts 1000s near Mosul to use them as human shields: UN,FALSE
1078,928,"650,000 Emails Found On Anthony Weiners Laptop; DOJ Blocked Foundation Probe",FALSE
